PUERTO,OPERACIÓN,AÑO,TIPO_CARGA,TONELADAS,REGIÓN,LATITUD,LONGITUD
Mejillones,Importación,2011,Granel sólido,2.684.941,Antofagasta,"-23,09","-70,42"
San Antonio,Importación,2011,Granel sólido,2.812.346,Valparaíso,"-33,59","-71,62"
Quintero,Cabotaje embarcado,2011,Granel líquido,2.842.974,Valparaíso,"-32,77","-71,5"
Lirquén,Exportación,2011,Carga general,3.695.953,Biobío,"-36,71","-72,97"
Valparaíso,Importación,2011,Carga general,3.799.038,Valparaíso,"-33,03","-71,63"
Caldera / Calderilla,Exportación,2011,Granel sólido,3.803.214,Atacama,"-27,05","-70,84"
San Antonio,Importación,2011,Carga general,3.984.154,Valparaíso,"-33,59","-71,62"
Mejillones,Importación,2011,Granel líquido,4.397.844,Antofagasta,"-23,09","-70,42"
Huasco / Guacolda,Exportación,2011,Granel sólido,5.106.799,Atacama,"-28,46","-71,25"
San Vicente,Importación,2011,Granel líquido,5.210.236,Biobío,"-36,73","-73,14"
Patillos,Exportación,2011,Granel sólido,6.631.027,Tarapacá,"-20,75","-70,19"
Quintero,Importación,2011,Granel líquido,10.662.054,Valparaíso,"-32,77","-71,5"
Arica,Cabotaje desembarcado,2011,Carga frigorizada,,Arica y Parinacota,"-18,47","-70,33"
Iquique,Cabotaje desembarcado,2011,Carga frigorizada,,Tarapacá,"-20,2","-70,16"
Patillos,Cabotaje desembarcado,2011,Carga frigorizada,,Tarapacá,"-20,75","-70,19"
Punta Patache,Cabotaje desembarcado,2011,Carga frigorizada,,Tarapacá,"-20,8","-70,19"
Tocopilla,Cabotaje desembarcado,2011,Carga frigorizada,,Antofagasta,"-22,09","-70,21"
Caleta Michilla,Cabotaje desembarcado,2011,Carga frigorizada,,Antofagasta,"-22,72","-70,29"
Mejillones,Cabotaje desembarcado,2011,Carga frigorizada,,Antofagasta,"-23,09","-70,42"
Puerto Angamos,Cabotaje desembarcado,2011,Carga frigorizada,,Antofagasta,"-23,07","-70,39"
Antofagasta,Cabotaje desembarcado,2011,Carga frigorizada,,Antofagasta,"-23,65","-70,41"
Caleta Coloso,Cabotaje desembarcado,2011,Carga frigorizada,,Antofagasta,"-23,76","-70,47"
Chañaral / Barquito,Cabotaje desembarcado,2011,Carga frigorizada,,Atacama,"-26,36","-70,65"
Caldera / Calderilla,Cabotaje desembarcado,2011,Carga frigorizada,,Atacama,"-27,05","-70,84"
Huasco / Guacolda,Cabotaje desembarcado,2011,Carga frigorizada,,Atacama,"-28,46","-71,25"
Coquimbo,Cabotaje desembarcado,2011,Carga frigorizada,,Coquimbo,"-29,95","-71,33"
Guayacán,Cabotaje desembarcado,2011,Carga frigorizada,,Coquimbo,"-29,97","-71,35"
Punta Chungo,Cabotaje desembarcado,2011,Carga frigorizada,,Coquimbo,"-31,89","-71,5"
Isla Juan Fernández,Cabotaje desembarcado,2011,Carga frigorizada,,Valparaíso,"-33,64","-78,82"
Isla de Pascua,Cabotaje desembarcado,2011,Carga frigorizada,,Valparaíso,"-27,15","-109,44"
Ventanas,Cabotaje desembarcado,2011,Carga frigorizada,,Valparaíso,"-32,75","-71,49"
Terminal OXIQUIM Quintero,Cabotaje desembarcado,2011,Carga frigorizada,,Valparaíso,"-32,76","-71,49"
Quintero,Cabotaje desembarcado,2011,Carga frigorizada,,Valparaíso,"-32,77","-71,5"
Valparaíso,Cabotaje desembarcado,2011,Carga frigorizada,,Valparaíso,"-33,03","-71,63"
San Antonio,Cabotaje desembarcado,2011,Carga frigorizada,,Valparaíso,"-33,59","-71,62"
Penco,Cabotaje desembarcado,2011,Carga frigorizada,,Biobío,"-36,73","-73,01"
Lirquén,Cabotaje desembarcado,2011,Carga frigorizada,,Biobío,"-36,71","-72,97"
Talcahuano,Cabotaje desembarcado,2011,Carga frigorizada,,Biobío,"-36,71","-73,11"
San Vicente,Cabotaje desembarcado,2011,Carga frigorizada,,Biobío,"-36,73","-73,14"
Terminal Siderúrgico Huachipato,Cabotaje desembarcado,2011,Carga frigorizada,,Biobío,"-36,74","-73,13"
Coronel,Cabotaje desembarcado,2011,Carga frigorizada,,Biobío,"-37,04","-73,15"
Terminal OXIQUIM Coronel,Cabotaje desembarcado,2011,Carga frigorizada,,Biobío,"-36,95","-73,17"
Corral,Cabotaje desembarcado,2011,Carga frigorizada,,Los Ríos,"-39,88","-73,42"
Puerto Montt,Cabotaje desembarcado,2011,Carga frigorizada,,Los Lagos,"-41,48","-72,96"
San José de Calbuco,Cabotaje desembarcado,2011,Carga frigorizada,,Los Lagos,"-41,79","-73,2"
Calbuco,Cabotaje desembarcado,2011,Carga frigorizada,,Los Lagos,,
Pargua,Cabotaje desembarcado,2011,Carga frigorizada,,Los Lagos,,
Maullín,Cabotaje desembarcado,2011,Carga frigorizada,,Los Lagos,,
Quemchi,Cabotaje desembarcado,2011,Carga frigorizada,,Los Lagos,,
Castro,Cabotaje desembarcado,2011,Carga frigorizada,,Los Lagos,"-42,48","-73,76"
Quellón,Cabotaje desembarcado,2011,Carga frigorizada,,Los Lagos,"-43,12","-73,58"
Chonchi,Cabotaje desembarcado,2011,Carga frigorizada,,Los Lagos,"-42,62","-73,77"
Chaitén,Cabotaje desembarcado,2011,Carga frigorizada,,Los Lagos,"-42,91","-72,72"
Melinka,Cabotaje desembarcado,2011,Carga frigorizada,,Aysén,"-43,9","-73,75"
Puerto Aguirre,Cabotaje desembarcado,2011,Carga frigorizada,,Aysén,"-45,17","-73,52"
Puerto Cisnes,Cabotaje desembarcado,2011,Carga frigorizada,,Aysén,"-44,73","-72,69"
Chacabuco,Cabotaje desembarcado,2011,Carga frigorizada,,Aysén,"-45,47","-72,83"
Lago General Carrera,Cabotaje desembarcado,2011,Carga frigorizada,,Aysén,,
Puerto Natales,Cabotaje desembarcado,2011,Carga frigorizada,,Magallanes,"-51,75","-72,53"
Isla Guarello,Cabotaje desembarcado,2011,Carga frigorizada,,Magallanes,,
Pecket,Cabotaje desembarcado,2011,Carga frigorizada,,Magallanes,"-52,95","-71,21"
Otway - Isla Riesco,Cabotaje desembarcado,2011,Carga frigorizada,,Magallanes,"-52,94","-71,71"
Punta Arenas,Cabotaje desembarcado,2011,Carga frigorizada,,Magallanes,"-53,17","-70,9"
Tres Puentes,Cabotaje desembarcado,2011,Carga frigorizada,,Magallanes,"-53,12","-70,87"
San Gregorio,Cabotaje desembarcado,2011,Carga frigorizada,,Magallanes,"-52,63","-70,2"
Cabo Negro,Cabotaje desembarcado,2011,Carga frigorizada,,Magallanes,"-52,93","-70,8"
Clarencia,Cabotaje desembarcado,2011,Carga frigorizada,,Magallanes,,
Porvenir,Cabotaje desembarcado,2011,Carga frigorizada,,Magallanes,,
Puerto Williams,Cabotaje desembarcado,2011,Carga frigorizada,,Magallanes,"-54,93","-67,61"
Patillos,Cabotaje desembarcado,2011,Carga general,,Tarapacá,"-20,75","-70,19"
Punta Patache,Cabotaje desembarcado,2011,Carga general,,Tarapacá,"-20,8","-70,19"
Tocopilla,Cabotaje desembarcado,2011,Carga general,,Antofagasta,"-22,09","-70,21"
Caleta Michilla,Cabotaje desembarcado,2011,Carga general,,Antofagasta,"-22,72","-70,29"
Puerto Angamos,Cabotaje desembarcado,2011,Carga general,,Antofagasta,"-23,07","-70,39"
Caleta Coloso,Cabotaje desembarcado,2011,Carga general,,Antofagasta,"-23,76","-70,47"
Chañaral / Barquito,Cabotaje desembarcado,2011,Carga general,,Atacama,"-26,36","-70,65"
Caldera / Calderilla,Cabotaje desembarcado,2011,Carga general,,Atacama,"-27,05","-70,84"
Huasco / Guacolda,Cabotaje desembarcado,2011,Carga general,,Atacama,"-28,46","-71,25"
Coquimbo,Cabotaje desembarcado,2011,Carga general,,Coquimbo,"-29,95","-71,33"
Guayacán,Cabotaje desembarcado,2011,Carga general,,Coquimbo,"-29,97","-71,35"
Punta Chungo,Cabotaje desembarcado,2011,Carga general,,Coquimbo,"-31,89","-71,5"
Ventanas,Cabotaje desembarcado,2011,Carga general,,Valparaíso,"-32,75","-71,49"
Terminal OXIQUIM Quintero,Cabotaje desembarcado,2011,Carga general,,Valparaíso,"-32,76","-71,49"
Quintero,Cabotaje desembarcado,2011,Carga general,,Valparaíso,"-32,77","-71,5"
Penco,Cabotaje desembarcado,2011,Carga general,,Biobío,"-36,73","-73,01"
Talcahuano,Cabotaje desembarcado,2011,Carga general,,Biobío,"-36,71","-73,11"
Terminal Siderúrgico Huachipato,Cabotaje desembarcado,2011,Carga general,,Biobío,"-36,74","-73,13"
Terminal OXIQUIM Coronel,Cabotaje desembarcado,2011,Carga general,,Biobío,"-36,95","-73,17"
Corral,Cabotaje desembarcado,2011,Carga general,,Los Ríos,"-39,88","-73,42"
San José de Calbuco,Cabotaje desembarcado,2011,Carga general,,Los Lagos,"-41,79","-73,2"
Maullín,Cabotaje desembarcado,2011,Carga general,,Los Lagos,,
Pecket,Cabotaje desembarcado,2011,Carga general,,Magallanes,"-52,95","-71,21"
Otway - Isla Riesco,Cabotaje desembarcado,2011,Carga general,,Magallanes,"-52,94","-71,71"
San Gregorio,Cabotaje desembarcado,2011,Carga general,,Magallanes,"-52,63","-70,2"
Cabo Negro,Cabotaje desembarcado,2011,Carga general,,Magallanes,"-52,93","-70,8"
Clarencia,Cabotaje desembarcado,2011,Carga general,,Magallanes,,
Patillos,Cabotaje desembarcado,2011,Granel líquido,,Tarapacá,"-20,75","-70,19"
Puerto Angamos,Cabotaje desembarcado,2011,Granel líquido,,Antofagasta,"-23,07","-70,39"
Caleta Coloso,Cabotaje desembarcado,2011,Granel líquido,,Antofagasta,"-23,76","-70,47"
Coquimbo,Cabotaje desembarcado,2011,Granel líquido,,Coquimbo,"-29,95","-71,33"
Punta Chungo,Cabotaje desembarcado,2011,Granel líquido,,Coquimbo,"-31,89","-71,5"
Isla Juan Fernández,Cabotaje desembarcado,2011,Granel líquido,,Valparaíso,"-33,64","-78,82"
Ventanas,Cabotaje desembarcado,2011,Granel líquido,,Valparaíso,"-32,75","-71,49"
Valparaíso,Cabotaje desembarcado,2011,Granel líquido,,Valparaíso,"-33,03","-71,63"
San Antonio,Cabotaje desembarcado,2011,Granel líquido,,Valparaíso,"-33,59","-71,62"
Penco,Cabotaje desembarcado,2011,Granel líquido,,Biobío,"-36,73","-73,01"
Lirquén,Cabotaje desembarcado,2011,Granel líquido,,Biobío,"-36,71","-72,97"
Talcahuano,Cabotaje desembarcado,2011,Granel líquido,,Biobío,"-36,71","-73,11"
Terminal Siderúrgico Huachipato,Cabotaje desembarcado,2011,Granel líquido,,Biobío,"-36,74","-73,13"
Coronel,Cabotaje desembarcado,2011,Granel líquido,,Biobío,"-37,04","-73,15"
Corral,Cabotaje desembarcado,2011,Granel líquido,,Los Ríos,"-39,88","-73,42"
Puerto Montt,Cabotaje desembarcado,2011,Granel líquido,,Los Lagos,"-41,48","-72,96"
San José de Calbuco,Cabotaje desembarcado,2011,Granel líquido,,Los Lagos,"-41,79","-73,2"
Pargua,Cabotaje desembarcado,2011,Granel líquido,,Los Lagos,,
Maullín,Cabotaje desembarcado,2011,Granel líquido,,Los Lagos,,
Quemchi,Cabotaje desembarcado,2011,Granel líquido,,Los Lagos,,
Castro,Cabotaje desembarcado,2011,Granel líquido,,Los Lagos,"-42,48","-73,76"
Quellón,Cabotaje desembarcado,2011,Granel líquido,,Los Lagos,"-43,12","-73,58"
Chonchi,Cabotaje desembarcado,2011,Granel líquido,,Los Lagos,"-42,62","-73,77"
Chaitén,Cabotaje desembarcado,2011,Granel líquido,,Los Lagos,"-42,91","-72,72"
Melinka,Cabotaje desembarcado,2011,Granel líquido,,Aysén,"-43,9","-73,75"
Puerto Aguirre,Cabotaje desembarcado,2011,Granel líquido,,Aysén,"-45,17","-73,52"
Puerto Cisnes,Cabotaje desembarcado,2011,Granel líquido,,Aysén,"-44,73","-72,69"
Lago General Carrera,Cabotaje desembarcado,2011,Granel líquido,,Aysén,,
Puerto Natales,Cabotaje desembarcado,2011,Granel líquido,,Magallanes,"-51,75","-72,53"
Pecket,Cabotaje desembarcado,2011,Granel líquido,,Magallanes,"-52,95","-71,21"
Otway - Isla Riesco,Cabotaje desembarcado,2011,Granel líquido,,Magallanes,"-52,94","-71,71"
Punta Arenas,Cabotaje desembarcado,2011,Granel líquido,,Magallanes,"-53,17","-70,9"
Tres Puentes,Cabotaje desembarcado,2011,Granel líquido,,Magallanes,"-53,12","-70,87"
Clarencia,Cabotaje desembarcado,2011,Granel líquido,,Magallanes,,
Porvenir,Cabotaje desembarcado,2011,Granel líquido,,Magallanes,,
Puerto Williams,Cabotaje desembarcado,2011,Granel líquido,,Magallanes,"-54,93","-67,61"
Arica,Cabotaje desembarcado,2011,Granel sólido,,Arica y Parinacota,"-18,47","-70,33"
Iquique,Cabotaje desembarcado,2011,Granel sólido,,Tarapacá,"-20,2","-70,16"
Patillos,Cabotaje desembarcado,2011,Granel sólido,,Tarapacá,"-20,75","-70,19"
Punta Patache,Cabotaje desembarcado,2011,Granel sólido,,Tarapacá,"-20,8","-70,19"
Caleta Michilla,Cabotaje desembarcado,2011,Granel sólido,,Antofagasta,"-22,72","-70,29"
Puerto Angamos,Cabotaje desembarcado,2011,Granel sólido,,Antofagasta,"-23,07","-70,39"
Caleta Coloso,Cabotaje desembarcado,2011,Granel sólido,,Antofagasta,"-23,76","-70,47"
Chañaral / Barquito,Cabotaje desembarcado,2011,Granel sólido,,Atacama,"-26,36","-70,65"
Caldera / Calderilla,Cabotaje desembarcado,2011,Granel sólido,,Atacama,"-27,05","-70,84"
Coquimbo,Cabotaje desembarcado,2011,Granel sólido,,Coquimbo,"-29,95","-71,33"
Guayacán,Cabotaje desembarcado,2011,Granel sólido,,Coquimbo,"-29,97","-71,35"
Punta Chungo,Cabotaje desembarcado,2011,Granel sólido,,Coquimbo,"-31,89","-71,5"
Isla Juan Fernández,Cabotaje desembarcado,2011,Granel sólido,,Valparaíso,"-33,64","-78,82"
Isla de Pascua,Cabotaje desembarcado,2011,Granel sólido,,Valparaíso,"-27,15","-109,44"
Ventanas,Cabotaje desembarcado,2011,Granel sólido,,Valparaíso,"-32,75","-71,49"
Terminal OXIQUIM Quintero,Cabotaje desembarcado,2011,Granel sólido,,Valparaíso,"-32,76","-71,49"
Quintero,Cabotaje desembarcado,2011,Granel sólido,,Valparaíso,"-32,77","-71,5"
Valparaíso,Cabotaje desembarcado,2011,Granel sólido,,Valparaíso,"-33,03","-71,63"
Talcahuano,Cabotaje desembarcado,2011,Granel sólido,,Biobío,"-36,71","-73,11"
Terminal OXIQUIM Coronel,Cabotaje desembarcado,2011,Granel sólido,,Biobío,"-36,95","-73,17"
Corral,Cabotaje desembarcado,2011,Granel sólido,,Los Ríos,"-39,88","-73,42"
San José de Calbuco,Cabotaje desembarcado,2011,Granel sólido,,Los Lagos,"-41,79","-73,2"
Calbuco,Cabotaje desembarcado,2011,Granel sólido,,Los Lagos,,
Pargua,Cabotaje desembarcado,2011,Granel sólido,,Los Lagos,,
Maullín,Cabotaje desembarcado,2011,Granel sólido,,Los Lagos,,
Quemchi,Cabotaje desembarcado,2011,Granel sólido,,Los Lagos,,
Castro,Cabotaje desembarcado,2011,Granel sólido,,Los Lagos,"-42,48","-73,76"
Quellón,Cabotaje desembarcado,2011,Granel sólido,,Los Lagos,"-43,12","-73,58"
Chonchi,Cabotaje desembarcado,2011,Granel sólido,,Los Lagos,"-42,62","-73,77"
Chaitén,Cabotaje desembarcado,2011,Granel sólido,,Los Lagos,"-42,91","-72,72"
Melinka,Cabotaje desembarcado,2011,Granel sólido,,Aysén,"-43,9","-73,75"
Puerto Aguirre,Cabotaje desembarcado,2011,Granel sólido,,Aysén,"-45,17","-73,52"
Puerto Cisnes,Cabotaje desembarcado,2011,Granel sólido,,Aysén,"-44,73","-72,69"
Chacabuco,Cabotaje desembarcado,2011,Granel sólido,,Aysén,"-45,47","-72,83"
Lago General Carrera,Cabotaje desembarcado,2011,Granel sólido,,Aysén,,
Puerto Natales,Cabotaje desembarcado,2011,Granel sólido,,Magallanes,"-51,75","-72,53"
Isla Guarello,Cabotaje desembarcado,2011,Granel sólido,,Magallanes,,
Pecket,Cabotaje desembarcado,2011,Granel sólido,,Magallanes,"-52,95","-71,21"
Otway - Isla Riesco,Cabotaje desembarcado,2011,Granel sólido,,Magallanes,"-52,94","-71,71"
Punta Arenas,Cabotaje desembarcado,2011,Granel sólido,,Magallanes,"-53,17","-70,9"
Tres Puentes,Cabotaje desembarcado,2011,Granel sólido,,Magallanes,"-53,12","-70,87"
San Gregorio,Cabotaje desembarcado,2011,Granel sólido,,Magallanes,"-52,63","-70,2"
Cabo Negro,Cabotaje desembarcado,2011,Granel sólido,,Magallanes,"-52,93","-70,8"
Clarencia,Cabotaje desembarcado,2011,Granel sólido,,Magallanes,,
Porvenir,Cabotaje desembarcado,2011,Granel sólido,,Magallanes,,
Puerto Williams,Cabotaje desembarcado,2011,Granel sólido,,Magallanes,"-54,93","-67,61"
Arica,Cabotaje desembarcado,2011,Sin tipificar,,Arica y Parinacota,"-18,47","-70,33"
Iquique,Cabotaje desembarcado,2011,Sin tipificar,,Tarapacá,"-20,2","-70,16"
Patillos,Cabotaje desembarcado,2011,Sin tipificar,,Tarapacá,"-20,75","-70,19"
Punta Patache,Cabotaje desembarcado,2011,Sin tipificar,,Tarapacá,"-20,8","-70,19"
Tocopilla,Cabotaje desembarcado,2011,Sin tipificar,,Antofagasta,"-22,09","-70,21"
Caleta Michilla,Cabotaje desembarcado,2011,Sin tipificar,,Antofagasta,"-22,72","-70,29"
Mejillones,Cabotaje desembarcado,2011,Sin tipificar,,Antofagasta,"-23,09","-70,42"
Puerto Angamos,Cabotaje desembarcado,2011,Sin tipificar,,Antofagasta,"-23,07","-70,39"
Antofagasta,Cabotaje desembarcado,2011,Sin tipificar,,Antofagasta,"-23,65","-70,41"
Caleta Coloso,Cabotaje desembarcado,2011,Sin tipificar,,Antofagasta,"-23,76","-70,47"
Chañaral / Barquito,Cabotaje desembarcado,2011,Sin tipificar,,Atacama,"-26,36","-70,65"
Caldera / Calderilla,Cabotaje desembarcado,2011,Sin tipificar,,Atacama,"-27,05","-70,84"
Huasco / Guacolda,Cabotaje desembarcado,2011,Sin tipificar,,Atacama,"-28,46","-71,25"
Coquimbo,Cabotaje desembarcado,2011,Sin tipificar,,Coquimbo,"-29,95","-71,33"
Guayacán,Cabotaje desembarcado,2011,Sin tipificar,,Coquimbo,"-29,97","-71,35"
Punta Chungo,Cabotaje desembarcado,2011,Sin tipificar,,Coquimbo,"-31,89","-71,5"
Isla Juan Fernández,Cabotaje desembarcado,2011,Sin tipificar,,Valparaíso,"-33,64","-78,82"
Isla de Pascua,Cabotaje desembarcado,2011,Sin tipificar,,Valparaíso,"-27,15","-109,44"
Ventanas,Cabotaje desembarcado,2011,Sin tipificar,,Valparaíso,"-32,75","-71,49"
Terminal OXIQUIM Quintero,Cabotaje desembarcado,2011,Sin tipificar,,Valparaíso,"-32,76","-71,49"
Quintero,Cabotaje desembarcado,2011,Sin tipificar,,Valparaíso,"-32,77","-71,5"
Valparaíso,Cabotaje desembarcado,2011,Sin tipificar,,Valparaíso,"-33,03","-71,63"
San Antonio,Cabotaje desembarcado,2011,Sin tipificar,,Valparaíso,"-33,59","-71,62"
Penco,Cabotaje desembarcado,2011,Sin tipificar,,Biobío,"-36,73","-73,01"
Lirquén,Cabotaje desembarcado,2011,Sin tipificar,,Biobío,"-36,71","-72,97"
Talcahuano,Cabotaje desembarcado,2011,Sin tipificar,,Biobío,"-36,71","-73,11"
San Vicente,Cabotaje desembarcado,2011,Sin tipificar,,Biobío,"-36,73","-73,14"
Terminal Siderúrgico Huachipato,Cabotaje desembarcado,2011,Sin tipificar,,Biobío,"-36,74","-73,13"
Coronel,Cabotaje desembarcado,2011,Sin tipificar,,Biobío,"-37,04","-73,15"
Terminal OXIQUIM Coronel,Cabotaje desembarcado,2011,Sin tipificar,,Biobío,"-36,95","-73,17"
Corral,Cabotaje desembarcado,2011,Sin tipificar,,Los Ríos,"-39,88","-73,42"
Puerto Montt,Cabotaje desembarcado,2011,Sin tipificar,,Los Lagos,"-41,48","-72,96"
San José de Calbuco,Cabotaje desembarcado,2011,Sin tipificar,,Los Lagos,"-41,79","-73,2"
Calbuco,Cabotaje desembarcado,2011,Sin tipificar,,Los Lagos,,
Pargua,Cabotaje desembarcado,2011,Sin tipificar,,Los Lagos,,
Maullín,Cabotaje desembarcado,2011,Sin tipificar,,Los Lagos,,
Quemchi,Cabotaje desembarcado,2011,Sin tipificar,,Los Lagos,,
Castro,Cabotaje desembarcado,2011,Sin tipificar,,Los Lagos,"-42,48","-73,76"
Quellón,Cabotaje desembarcado,2011,Sin tipificar,,Los Lagos,"-43,12","-73,58"
Chonchi,Cabotaje desembarcado,2011,Sin tipificar,,Los Lagos,"-42,62","-73,77"
Chaitén,Cabotaje desembarcado,2011,Sin tipificar,,Los Lagos,"-42,91","-72,72"
Melinka,Cabotaje desembarcado,2011,Sin tipificar,,Aysén,"-43,9","-73,75"
Puerto Aguirre,Cabotaje desembarcado,2011,Sin tipificar,,Aysén,"-45,17","-73,52"
Puerto Cisnes,Cabotaje desembarcado,2011,Sin tipificar,,Aysén,"-44,73","-72,69"
Chacabuco,Cabotaje desembarcado,2011,Sin tipificar,,Aysén,"-45,47","-72,83"
Lago General Carrera,Cabotaje desembarcado,2011,Sin tipificar,,Aysén,,
Puerto Natales,Cabotaje desembarcado,2011,Sin tipificar,,Magallanes,"-51,75","-72,53"
Isla Guarello,Cabotaje desembarcado,2011,Sin tipificar,,Magallanes,,
Pecket,Cabotaje desembarcado,2011,Sin tipificar,,Magallanes,"-52,95","-71,21"
Otway - Isla Riesco,Cabotaje desembarcado,2011,Sin tipificar,,Magallanes,"-52,94","-71,71"
Punta Arenas,Cabotaje desembarcado,2011,Sin tipificar,,Magallanes,"-53,17","-70,9"
Tres Puentes,Cabotaje desembarcado,2011,Sin tipificar,,Magallanes,"-53,12","-70,87"
San Gregorio,Cabotaje desembarcado,2011,Sin tipificar,,Magallanes,"-52,63","-70,2"
Cabo Negro,Cabotaje desembarcado,2011,Sin tipificar,,Magallanes,"-52,93","-70,8"
Clarencia,Cabotaje desembarcado,2011,Sin tipificar,,Magallanes,,
Porvenir,Cabotaje desembarcado,2011,Sin tipificar,,Magallanes,,
Puerto Williams,Cabotaje desembarcado,2011,Sin tipificar,,Magallanes,"-54,93","-67,61"
Arica,Cabotaje embarcado,2011,Carga frigorizada,,Arica y Parinacota,"-18,47","-70,33"
Iquique,Cabotaje embarcado,2011,Carga frigorizada,,Tarapacá,"-20,2","-70,16"
Patillos,Cabotaje embarcado,2011,Carga frigorizada,,Tarapacá,"-20,75","-70,19"
Punta Patache,Cabotaje embarcado,2011,Carga frigorizada,,Tarapacá,"-20,8","-70,19"
Tocopilla,Cabotaje embarcado,2011,Carga frigorizada,,Antofagasta,"-22,09","-70,21"
